,user,created,description,location
3272,Army097l,2020-03-20 01:30:56,"🌏🌎🌍🌋
SAVE THE WORLD🌴🌲🌿🌱🌳


















































ONLY ARMY
[fan anccout]","Medellín, Colombia"
3273,buzuzapt,2020-03-20 01:30:56,,Brasil
3274,Jungkoo54681006,2020-03-20 01:30:56,BTS fan 💜💜💜,
3275,Lee_SunYi,2020-03-20 01:30:56,"Hope to live, hope to forgive, hope to love, anyone but me, plz take care of myself。                         Bighit Family 💜 ft. Fullsun Zeus",
3276,re____withmy,2020-03-20 01:30:56,,
3277,think_of_BTS,2020-03-20 01:30:56,,헤더 오이고래님
3278,roci_burgos,2020-03-20 01:30:56,"I'M ARGENTINA  
Dancer
VIGTT Family ♥
ARMY & MONBEBE  MYDAYFOREVER ❤❤❤
NOCHU  😍😍😍 I.M ♥ SUNGJIIN",Argentina
3279,BTS_181338ddang,2020-03-20 01:30:56,,
3280,igioek,2020-03-20 01:30:56,"Since 27.02.16. 
BTS🎨: Whalien 52🐳. Spring Day🌸. Move👣. Born Singer🎤.


lets meet again, you promised us, i'm waiting.",Pearl of the Orient
3281,Yuming10591635,2020-03-20 01:30:56,"The Genre is BTS!!!
OT7💜 BTS Forever. Always love WangXian",
3282,Arthur41290752,2020-03-20 01:30:56,"gosto do BBB tô torcendo pra Telma, babu , Rafa,",Brasil
3283,barbiekfd,2020-03-20 01:30:56,BTS is the cause of my euphoria.,
3284,BTSPOP_SUPERIOR,2020-03-20 01:30:56,"IT'S #BTS AND OT7 #ARMYLEGENDS EVENT ONLY. SOLO STANS/MULTIS/SHIPPERS/ APOLOGISTS/MANTIS/FANSITE STANS/VICTIMIZERS CAN FUCK OFF

👑BTSPOP OUTSOLD,OUTIMPACTED💜",United-States
3285,Piynam,2020-03-20 01:30:56,fan account💜,north cotabato
3286,Oliver_250,2020-03-20 01:30:56,hello :D,
3287,menghela,2020-03-20 01:30:56,cyber account 💜 a bunch of babble; has genuinely depression and always talk with a cat. moarmy ot7 ot5. mostly tweet in bahasa indonesia.,Jakarta | INTL Corp
3288,kimsledesma,2020-03-20 01:30:55,padayon.,
3289,Yuunking,2020-03-20 01:30:55,°˖✧ℓεт тнεм вε тнεм ℓεт υs вε υs✧˖°,México
3290,cactosuga,2020-03-20 01:30:55,,
3291,V52383642,2020-03-20 01:30:55,김태형という世界一の顔をもつ人が大好きなJK2🐯 ‘‘アミしてる💜‘‘                          ちなみにonce🍭,
3292,HOPE_WORLD9,2020-03-20 01:30:55,"🌸'Like roses when blooming
Like cherry blossoms when fluttering
Like morning glories when fading-'#제이호🍀[@BTS_twt=⑦ áⁿᵍᵉˡᵉˢ💎~FAN ACCOUNT~💎OT7❣CDR-@JAY_HOPE7☄","San José, Costa Rica"
3293,herefor7angel,2020-03-20 01:30:55,Only for BTS,
3294,jktaebae,2020-03-20 01:30:55,시간이 지날수록 더 사랑해요 @BTS_twt 💜,California 
3295,Jungkoo54681006,2020-03-20 01:30:55,BTS fan 💜💜💜,
3296,fizzzkook,2020-03-20 01:30:55,"📢GENRE IS BTS~
WE WERE ONLY SEVEN
BUT WE HAVE YOU ALL NOW~
OT7 or Nothing😇😇
     |Alex Armanto Family's Enthusiast|","living in ""Uwu"" of BTS"
3297,93alessandra93,2020-03-20 01:30:55,,
3298,JIMINILIN95,2020-03-20 01:30:55,ͲᎻᎬ ᎷϴՏͲ ᏴᎬᎪႮͲᏆҒႮᏞ ᏀႮᎽ ᏆΝ ͲᎻᎬ ᏔϴᎡᏞᎠ ᎪᏞᏔᎪᎽՏ ՏᎷᏆᏞᎬ Տϴ ᏟႮͲᎬ.. ᏢᎪᎡᏦ ᎫᏆᎷᏆΝ @BTS_twt,Jakarta timur
3299,ALI_infires,2020-03-20 01:30:55,MULTIFAN UP IN HERE!! 🤪,
3300,NWMUqzTiO8XIIrO,2020-03-20 01:30:55,I love Park Jimin❤❤❤,
3301,2013Forever_BTS,2020-03-20 01:30:55,"7명 다 아끼고 막라 조큼 더 아껴요!💞 07 열음이예여💜😘(개념없는07아님) #아미트친소 #맞괄 / 선뎀🙆‍♀️ 반모🙆‍♀️ / ⚠️24시간안에 맞괄 안할시 언괄⚠️ / 언괄오류 ➡️ 뎀주세요! / 🚫 까빠, 알페스 지뢰🚫",김남준김석진민윤기정호석박지민김태형전정국
3302,yoonkistoes,2020-03-20 01:30:55,Park seo joon: no mames guey😡🇲🇽• fan account,
3303,rjli0111,2020-03-20 01:30:55,⚜☾🌌 BTS 🌌⚜☾,Ecuador
3304,ramenskull,2020-03-20 01:30:55,𝔟𝔞𝔫𝔤𝔱𝔞𝔫 𝔰𝔬𝔫𝔶𝔢𝔬𝔫𝔡𝔞𝔫 • 𝔥𝔞𝔩𝔰𝔢𝔶 • 𝔖𝔥𝔢/ℌ𝔢𝔯,
3305,kyungsooisjjang,2020-03-20 01:30:55,,
3306,kookieslaugh95,2020-03-20 01:30:55,"1995 💙
👑A.R.M.Y💜💜💜💜💜
🌟 SONE💗
🌟🇺🇸 😁 Multi Stan 💕💕","Washington, USA"
3307,annycar37036558,2020-03-20 01:30:55,num sei oq tô fazendo,
3308,pjmiinci,2020-03-20 01:30:55,Fan account @bts_twt,ᴹᴼAᖇᴹʸ
3309,babyymochi_twt,2020-03-20 01:30:55,⋆ƒαи αϲϲουиτ⋆ 🌻 𝒀𝒐𝒖 𝑵𝒆𝒗𝒆𝒓 𝑾𝒂𝒍𝒌 𝑨𝒍𝒐𝒏𝒆 🌻 @BTS_twt 💜 ᵗʰᵉ ᵍᵉⁿʳᵉ ⁱˢ ʙᴛs ✨, 👉
3310,taevante95_,2020-03-20 01:30:55,~  sнє ℓσσкs ℓiкє ωiทτєr вєαr 🐻 🖤 ❀ 방탄소년단 ❀ °°°°°°°°°°°°°°°° ☆ ♡ ταєкσσк is α cυτє ωσr∂ ♡ ☆🍷》 ƒαท αccσυทτ《🖤 #BTS #Army,Kth+Jjk 
3311,lizzyOt7,2020-03-20 01:30:55,,
3312,TD_thittaya,2020-03-20 01:30:55,@BTS_twt  💜💜  แอบรู้สึกดีกับพี่คนนั้นชิบหายงื้ออออออออออออออออออออออออออออออออออออออออออออออ,"อ.ขุนหาญ, จ.ศรีสะเกษ"
3313,prod_BTS,2020-03-20 01:30:55,im a pearl army/troyeblemaker/halsey enthusiast idk what else lol,"Sibalom, Western Visayas"
3314,Marleny45841638,2020-03-20 01:30:55,[🇧🇴] BTS 💜 I Purple U 💜,La Paz - Bolivia 🇧🇴
3315,SrHaleKookie,2020-03-20 01:30:55,"OT7
Dancer, Singer, Army and Blink
  Saranghae 한국 💜
  💜💜
ɱεƭα∂เɳɦα ૮σɱ @rekkosmo ✨✨",
3316,d3eihoney,2020-03-20 01:30:55,✨,
3317,BTS_PapillonS2,2020-03-20 01:30:55,BTS,
3318,ANON__bts,2020-03-20 01:30:55,맞괄해주세요🥰 | 모든 별들이 그대의 노력을 비춰주기를 | euphoria | fan account,
3319,Dear_JUNI0912,2020-03-20 01:30:54,"2017.02.03~forever 花樣年華 / 최애는 김남준 / @BTS_twt / 팔로는 자유, 까빠 접단 갠팬 안받음 /                             
🍇191026&200418🍇 / 어쩔 수 없는 빅히트 호구",남준국 912번 호구 1994동 9층 12호 거주
3320,chaeng_minmin,2020-03-20 01:30:54,Jin Soo Yeon 진수연입니다~ 💜English & Korean 💜ONLY BTS 방탄소년단💕 💜OT7 최애 김태형🐯 💜국뷔러🐰🐯🌵 💜LY World Tour in BKK 190406 ℹ️국뷔덕질을 나누고 싶으면 DM해주세요🥰,Republic of Namjoon
3321,ngapham08041995,2020-03-20 01:30:54,,
3322,isaacnewtonbitc,2020-03-20 01:30:54,"Hii, I'm army💜.
akun ambis





















temen erel unfol aja yaw




























my tweet might sensitive and offensive",
3323,AgustD_5,2020-03-20 01:30:54,"ᴇsᴛᴏᴜ ᴘᴀᴠɪᴍᴇɴᴛᴀɴᴅᴏ ᴍᴇᴜ ᴘʀóᴘʀɪᴏ ᴄᴀᴍɪɴʜᴏ ᴅᴇ ғʟᴏʀᴇs 🌻 ʜʏᴜɴᴀ - ғʟᴏᴡᴇʀ sʜᴏᴡᴇʀ

Iai genteeee, vcs podem me enviar perguntas no tell?
https://t.co/6nnC19xO0b",te interessa?
3324,code99bat,2020-03-20 01:30:54,#jimin-Archive Archivist : ILOVE Memory squirrel Jimin ԅ(≖‿≖ԅ),"Long Beach, CA"
3325,chaaxchaa,2020-03-20 01:30:54,gotta go insane to stay sane.,B7S
3326,glossyjimn,2020-03-20 01:30:54,#VMIN ; you are my soulmate,"n ireland / 22,, ot7 multi"
3327,Deryjpl21,2020-03-20 01:30:54,"musica
🎼Bts 🎼💜",
3328,1053Noah,2020-03-20 01:30:54,#ARMY-Because the dawn right before the sun rises is the darkest~,
3329,armybutter_0613,2020-03-20 01:30:54,𝓓𝓸 𝔂𝓸𝓾𝓻 𝓽𝓱𝓪𝓷𝓰 𝔀𝓲𝓽𝓱 𝓶𝓮 𝓷𝓸𝔀,
3330,MinMari07,2020-03-20 01:30:54,,
3331,ImFineARMY1,2020-03-20 01:30:54,I'm seeing my boys for the first time  051720 😭💜,
3332,pIutojkay,2020-03-20 01:30:54,#NICKI: I’m ot⁷ before I’m human,Yoongi’s lap
3333,besweet77,2020-03-20 01:30:54,Amo a BTS pero aún más a KIM TAEHYUNG!!!!! 💜💜💜💜💜💜💜,estado de mexico.
3334,seven_namu,2020-03-20 01:30:54,"Fan account of @BTS_twt. 
BTS PAVED THE WAY; bangtan biased→only army←OT7

• Can’t hold me down cause you know I’m a fighter •",Hope World; 134340
3335,AchirayaYoJ,2020-03-20 01:30:54,💖방탄소년단🔫🎤✌_BTS💣_V🎤_🎷KimTaehyung_🐰🐯KookV💕Be your wing forever😊✌A.R.M.Y BTS Fan. 💜💣💜,"นนทบุรี, ประเทศไทย"
3336,asdf1228bk,2020-03-20 01:30:54,빌보드 투표용,
3337,Sla96134211,2020-03-20 01:30:54,kpop nada de +,
3338,8sujeng8,2020-03-20 01:30:54,전부 너였다,
3339,My_Suga_Buns,2020-03-20 01:30:54,"BTS ARMY fan acount
Here to love ALL of BTS💜OT7 is life. 
🎶Keep ballin' ballin' still Bangtan!🎶 My account is boring.",Tennessee 
3340,PaulissOT7,2020-03-20 01:30:54,"Fan account [Only ARMY] OT7 biased 💜

Mis derechos no terminan donde comienzan tus sentimientos #Provida",Magic Shop 🌌
3341,Jungkoo54681006,2020-03-20 01:30:54,BTS fan 💜💜💜,
3342,shirleymelgoza,2020-03-20 01:30:54,ARMY💖 MOA💖 EXO-L💖,Seoul
3343,YoonJaehee6,2020-03-20 01:30:54,"5번 7번이랑 엮이기싫어요
올팬아닙니다. 태형이만 응원해요
아니면 블락해주세요",
3344,GG_BTSArmy,2020-03-20 01:30:54,,
3345,JaneKim_twt,2020-03-20 01:30:54,Fan account @BTS_twt,"Hồ Chí Minh, Việt Nam"
3346,mineRM__,2020-03-20 01:30:54,𝙣𝙖𝙢𝙟𝙤𝙤𝙣  🐨💕  status : blue 🏙️,Moonchild
3347,setiya1112,2020-03-20 01:30:54,,
3348,52kimerting,2020-03-20 01:30:54,,中国 china 중국
3349,harumiaio,2020-03-20 01:30:54,,
3350,shadow_kayy,2020-03-20 01:30:54,"#YOONGI: Dear Patience, If I pour my heart out can you keep a promise? •@bts_twt• TPWK🦋","Texas, USA"
3351,BTS_yanqqu,2020-03-20 01:30:54,뽀글머리 걔 🆉🅴🆁🅾 🅾'🅲🅻🅾🅲🅺 20.3.2  @BTSZZOYUN 함 보고가요 존나 귀여움,옐린이 내꺼야 건들면 내가 먹을꺼야 앙
3352,Aokatta2,2020-03-20 01:30:54,᭥ꩌ゚໋ ꯴᩠ꦽꦼ💌↦ᴬᵐᵇᵒˢ ᵉˢᵗᵃʳᵉᵐᵒˢ ᶜᵒᶰᵉᶜᵗᵃᵈᵒˢ˒ ˢᶤᶰ ᶤᵐᵖᵒʳᵗᵃʳ ᶰᵃᵈᵃ˒ ᵃᵘᶰᵠᵘᵉ ᵉˢᵗᵉᵐᵒˢ ˡᵉʲᵒˢˑˑˑᵛᵉʳᵉᵐᵒˢ ᵉˡ ᵐᶤˢᵐᵒ ᶜᶤᵉˡᵒ🌙ꪾ〬ꩌ۪٬ླྀ  #OT7 kooʞǝɒT 🤟🏻♡☞ @BTS_twt fan account,Chile🇨🇱
3353,innertaejin,2020-03-20 01:30:53,14/04/18💜 • Can't hold me down 'cause you know I'm a fighter  • sm: @mikroparadise_ ibf: @citla_yoon,Dionisio Gang
3354,ParkMin69668239,2020-03-20 01:30:53,🐥🐰🌸🌵🐾,
3355,iamkimgreen1230,2020-03-20 01:30:53,Fan Account @BTS_twt,
3356,BTS_97_purple,2020-03-20 01:30:53,"𝙔𝙤𝙪’𝙫𝙚 𝙨𝙝𝙤𝙬𝙣 𝙢𝙚 𝙄 𝙝𝙖𝙫𝙚 𝙧𝙚𝙖𝙨𝙤𝙣
 𝙄 𝙨𝙝𝙤𝙪𝙡𝙙 𝙡𝙤𝙫𝙚 𝙢𝙮𝙨𝙚𝙡𝙛                  
 fan account",이벵 많이 열게요
3357,BHBangtan0613,2020-03-20 01:30:53,Live life to the fullest... love hard... hate less💜💜💜,
3358,NandaLi50709686,2020-03-20 01:30:53,"Hi!
🌌",
3359,ricaree21_ARMY,2020-03-20 01:30:53,"OT7 💜FAN ACCOUNT💜 @BTS_twt #EndViolence 💕LOVE YOURSELF 💕
#MapOfTheSoulTour  #BTS",
3360,moonchild_rises,2020-03-20 01:30:53,"we can be Heroes, just for one day ⚡",
3361,albrnshr,2020-03-20 01:30:53,"yes, babe, no way",ph
3362,_wintae_bts,2020-03-20 01:30:53,A BTS loving sometimes SILLY and Always GOOFY CUTE ARMY!!✌️😜,
3363,PiizPiiPloy,2020-03-20 01:30:53,BTS's ARMY @BTS_twt (My HYYH) #Serendipity =เมนจองกุกกี้= #KIMTAEHYUNGxPARKJIMIN x #TXT @txt_members,"CR,Thailand"
3364,Shu31909759,2020-03-20 01:30:53,,대한민국 안성시
3365,jinjikookss,2020-03-20 01:30:53,"young forever x mikrokosmos x answer x we are bulletproof: the eternal enthusiast || my biggest love, @bts_twt🌙 || nam jin • kook min • tae gi seok ☆",forever ot7 💌
3366,Sasokiie,2020-03-20 01:30:53,"𝑳𝒐𝒖𝒅𝒆𝒓 𝒕𝒉𝒂𝒏 𝒃𝒐𝒎𝒃𝒔, 𝑰 𝒃𝒓𝒆𝒂𝒌 💜",
3367,difa_az,2020-03-20 01:30:53,,
3368,KimAerin30,2020-03-20 01:30:53,"~ you were born to be real, not to be perfect ~ FAN ACCOUNT ~",
3369,GabrielModog,2020-03-20 01:30:53,"Designer & Developer & Daddy & Delicia & Danado |
DO NOT GET SERIOUSLY ON MY STUFF HERE",No jokes plz  
3370,luv_babymochi,2020-03-20 01:30:53,Osaka💜방탄소년단💜지민🐥JIMIN🐥ジミンペン🐥💕大人アミ🐣(Army2018/2～)※娘→09ライングクペン🐰💕無言フォローさせていただいてます🙏&大歓迎💜DM&リプも大歓迎です💜お友達募集中です💜仲良くしてください☺️💕(2010～ジヨンペン👑VIP),
3371,ShoHasegawaArt,2020-03-20 01:30:53,趣味でイラストを描いています。 金銭の発生するご依頼等はTwitterでもInstagramでも承っていません。リクエストがあれば可能な範囲でお応えします、お気軽にコメント下さい。,
3372,GetYouAKookie,2020-03-20 01:30:53,In a relationship with LOUDER THAN BOMBS 💜 | Fan account for @BTS_twt,22 | Magic Shop
3373,bts_tiee,2020-03-20 01:30:53,💜방탄소년단💜 FAN ACCOUNT | ᴊɪᴍɪɴ💛 | RPS sᴜᴊɪᴍ | 🐥R | RAPJIN ― 리퀘박스 https://t.co/RuqwAWviep 에스크 https://t.co/lvvTcjoAfR 티스토리 https://t.co/Ts3uaApGmP (이사중),슈짐(육아)처돌이🐱🐥
3374,hoseoksnshine,2020-03-20 01:30:53,Fan acc @BTS_twt 💫,
3375,Tiara_Kiatama,2020-03-20 01:30:53,,Map of the Soul
3376,mochimin_jk,2020-03-20 01:30:53,"–ʜᴇ sᴍɪʟᴇᴅ, ᴀɴᴅ ᴀʟʟ ɪ ᴄᴏᴜʟᴅ ᴛʜɪɴᴋ ᴡᴀs “oн ѕнιт”. 

@bts_twt | ѕυgαя нιgн | #JK #정국",HQ=❤
3377,babiamaBTS,2020-03-20 01:30:53,"━━━━━ • ஜ • ❈ • ஜ • ━━━━━                                                  

ςøмø ₫iz мєџ @ єџ Aмø @BTS_twt
            
 ━━━━━ • ஜ • ❈ • ஜ • ━━━━━",Brasil
3378,LidiaBarahona5,2020-03-20 01:30:52,💜✌BTS✌💜,"Solidaridad, Quintana Roo"
3379,hotnamj,2020-03-20 01:30:52,"""I’m the one I should love in this world Shining me, precious soul of mine"" - Jin💜 Song: Epiphany (BTS only) O7, imagine dragons. BTS PAVED THE WAY",
3380,bangtan_ONtop,2020-03-20 01:30:52,BTS only,BTSWorld
3381,lovemetaender,2020-03-20 01:30:52,I like good strong words that mean something.,
3382,TriviaLove_07,2020-03-20 01:30:52,"𝑶𝒏𝒍𝒚 𝒂𝒓𝒎𝒚 𝒂𝒏𝒅 𝒐𝒏𝒍𝒚 𝒃𝒕𝒔, 𝟕 𝒃𝒊𝒍𝒍𝒐𝒏 𝒔𝒎𝒊𝒍𝒆𝒔, 𝒂𝒏𝒅 𝒚𝒐𝒖𝒓 𝒊𝒔 𝒎𝒚 𝒇𝒂𝒗𝒐𝒓𝒊𝒕𝒆.",𝙰𝙽𝙸𝚜 𝚂𝚀𝚄𝙰𝙳 
3383,bts__7lover,2020-03-20 01:30:52,independent lady 🕊 ♥ | Elf 2008 - leeteuk 💙 Army 2014/15💜OT7 ♏️,11 oct 2019
3384,Dream_ym_,2020-03-20 01:30:52,"Eveɴ ιғ we αre ѕepαrαтed, oυr нeαrтѕ αre coɴɴecтed ғorever...",
3385,afieyy29_,2020-03-20 01:30:52,🌙 #BTSARMY ☀️,BTS Universe
3386,VVabriany,2020-03-20 01:30:52,,
3387,bts_riichan,2020-03-20 01:30:52,"バンタン大好き💜ジミたん沼にどっぷり❤85-86line🐥💕DM大歓迎🤭
🐥💕～いつも笑っていたい。いつも笑えるように本当に心から笑えることばかりがあったらいいな～
❤181118🤝🐰6部❤LYS🇯🇵190112-13❤SYS🇯🇵190714❤MAMA191204❤🔑191214",日本 愛知
3388,btspecial95,2020-03-20 01:30:52,"𝒃𝒂𝒏𝒈𝒕𝒂𝒏 𝒊𝒔 𝒎𝒚 𝒉𝒂𝒑𝒑𝒊𝒏𝒆𝒔𝒔 🐝//
🍯Only @BTS_twt //🍯ot7 //│. . ⇢⊹ฺ@oneternal_bts7⊹ฺ ๑ ༶@lovexbangtan_༶ /
°My wife ⊰⊹ฺ @tinypchimi°  ᶠᵃⁿ ᵃᶜᶜᵒᵘⁿᵗ",ᴺᵃᵐʲᵒᵒⁿ ᵈⁱᵐᵖˡᵉˢ ˎˊ˗
3389,namgiseokgay,2020-03-20 01:30:52,"#NAMGI: we don't share clothes, we match them!",
3390,haruvmins,2020-03-20 01:30:52,𝙡𝙚𝙩’𝙨 𝙠𝙚𝙚𝙥 𝙙𝙧𝙚𝙖𝙢𝙞𝙣𝙜 𝙩𝙝𝙚 𝙗𝙚𝙨𝙩 𝙙𝙧𝙚𝙖𝙢𝙨 𝙩𝙤𝙜𝙚𝙩𝙝𝙚𝙧 @bts_twt ✨ σт7 💘,mikrokosmos💫
3391,pefjuh,2020-03-20 01:30:52,"Parody  | Jaehyun dè Jung | Bro w/Reven, Azorga Anak w/Elvan Jahannam w/Gavandrasu      
◇part of: batangsq & kost69",sheerlen kezia
3392,BTS_P0P,2020-03-20 01:30:52,BTs got people mad for real.🤣  💜OT7💜 #BTS #ARMY.  #Tae: if you don't love all 7 Don't bother 😘😘,Algérie
3393,yidakook,2020-03-20 01:30:52,방탄소년단.,BTS 💜 ARMY
3394,ughuke,2020-03-20 01:30:52,"When I say 'I Purple You', that only applies to BTS and ARMYs.",BTS Universe
3395,zanzamuniz,2020-03-20 01:30:52,,Osasco São Paulo.
3396,bts_love_soap_,2020-03-20 01:30:52,스밍중 썰지마 / 어려운사람 아니야 퍼주는거 좋아하고 소통하는거 좋아함 눈도장 찍고가면 소통완전 잘해줌 / https://t.co/dc4mtAubIz,
3397,bbellmnsnx,2020-03-20 01:30:52,[•나는 너를 사랑해.•] - all I need is bts & kookmin,
3398,Dear_JUNI0912,2020-03-20 01:30:52,"2017.02.03~forever 花樣年華 / 최애는 김남준 / @BTS_twt / 팔로는 자유, 까빠 접단 갠팬 안받음 /                             
🍇191026&200418🍇 / 어쩔 수 없는 빅히트 호구",남준국 912번 호구 1994동 9층 12호 거주
3399,JaneKim_twt,2020-03-20 01:30:52,Fan account @BTS_twt,"Hồ Chí Minh, Việt Nam"
3400,adesuga_,2020-03-20 01:30:51,"Yoongi : it's so hot ARMY, because of you 😏",
3401,SrHaleKookie,2020-03-20 01:30:51,"OT7
Dancer, Singer, Army and Blink
  Saranghae 한국 💜
  💜💜
ɱεƭα∂เɳɦα ૮σɱ @rekkosmo ✨✨",
3402,hoseoknubes,2020-03-20 01:30:51,cuenta side de @jisooflowers. fan account.,"buenos aires, argentina"
3403,ggeukie,2020-03-20 01:30:51,"I walk on this seesaw without you

| Fan Account |",
3404,bubblyymin_,2020-03-20 01:30:51,#YOOBI; quedense en sus casitas no sean huevones♡,
3405,Jungkoo54681006,2020-03-20 01:30:51,BTS fan 💜💜💜,
3406,52kimerting,2020-03-20 01:30:51,,中国 china 중국
3407,ahretaekook,2020-03-20 01:30:51,,
3408,messyBem,2020-03-20 01:30:51,"Born as a Kpop Idol, Reincarnated as an Artist 🍻",
3409,NO_ITS_RM,2020-03-20 01:30:51,"nope, i changed it it's jin⁷","no, actually it's suga⁷"
3410,hope2manri,2020-03-20 01:30:51,"💜#BTS💜ARMY💜#제이홉💜                  


7️⃣EGO7️⃣https://t.co/Hcyn2o0Pto",
3411,CherryBulletyPj,2020-03-20 01:30:51,"-•.¸♡ Jin, I love you so much, you have no idea. I love you. ♡¸.•,-.",Jin
3412,BLOCKED_ARMY,2020-03-20 01:30:51,"En tu día a día

Yo estoy ahí

Y en mi día a día

Tu estás ahí

Cuando la luna se oculte y salga el sol

Tonight",Costa Rica
3413,Sanditonian1,2020-03-20 01:30:51,,
3414,ChiarieLuvsBTS,2020-03-20 01:30:51,"💜 @BTS_twt ARMY 💜 OT7 💜
[ Fan Account ]

-You've shown me
I have reasons,
I should love myself-","Davao Region, Republic of the "
3415,gcfilms_,2020-03-20 01:30:51,"‧͙⁺˚*･༓☾ ♥‿♥ ☽༓･*˚⁺‧͙ #BTS: we are not seven, with you",
3416,Lolita60310321,2020-03-20 01:30:51,,
3417,BTS_613ARMY,2020-03-20 01:30:51,| ☁️ 보정해시 • #보루의_작업실 ☁️ | 🌸𝐋𝐨𝐯𝐞 𝐦𝐚𝐳𝐞🌸 |,너는 내 삶에 다시 뜬 햇빛
3418,fizzzkook,2020-03-20 01:30:51,"📢GENRE IS BTS~
WE WERE ONLY SEVEN
BUT WE HAVE YOU ALL NOW~
OT7 or Nothing😇😇
     |Alex Armanto Family's Enthusiast|","living in ""Uwu"" of BTS"
3419,ramenskull,2020-03-20 01:30:51,𝔟𝔞𝔫𝔤𝔱𝔞𝔫 𝔰𝔬𝔫𝔶𝔢𝔬𝔫𝔡𝔞𝔫 • 𝔥𝔞𝔩𝔰𝔢𝔶 • 𝔖𝔥𝔢/ℌ𝔢𝔯,
3420,DDAENGuramaze,2020-03-20 01:30:51,backup for @ / DDAENGuisamaze 💜,
3421,mx7tw9iu,2020-03-20 01:30:51,"- just a smol fan acc -      multifandom here 
                                       SPREAD LOVE NO HATE!💗",wonho's heart
3422,Aledejimin,2020-03-20 01:30:51,subo edits de bts,"San Nicolás de los Garza, Nuev"
3423,B7TS7,2020-03-20 01:30:51,190511 #BTS l 191113 #SUPERM,"i want to see bts, victon, nct"
3424,sammypadfoot,2020-03-20 01:30:50,"shine, dream, smile. ⭐ I'm just a dreamer.","São Paulo, Brasil"
3425,KMCassandre,2020-03-20 01:30:50,"Too old to fangirl.
BTS sings my life and I love them.",
3426,sora1154,2020-03-20 01:30:50,,
3427,taedreamz,2020-03-20 01:30:50,#𝗧𝗜𝗡𝗬 ☆ 서창빈🎡💭사랑!,🏷 ˗ˏˋ 𝚐𝚘𝚝𝟽 & 𝚙𝚝𝚐 
3428,tatamn00,2020-03-20 01:30:50,✩°｡⋆⸜(ू˙꒳ ˙ ) BTS 방탄소년단 ; 태형🐯 | NCT Dream ; 재민 ♡ 제노 💚.° I purple you 💜 💙💛 น้งเจนโน่น่ารักที่สุดในโลก~ ♡♡,"minno, alljeno, kookmin, vmin"
3429,Xinger81217631,2020-03-20 01:30:50,perempuan yang galau dan bingung akan kemajuan diri sendiri,
3430,Finanvnti,2020-03-20 01:30:50,OT7.💜,"Bandung, Indonesia"
3431,mikrokostaekoo,2020-03-20 01:30:50,our flight will be forever @bts_twt 💜,bts universe 
3432,xDaniAlmightyx,2020-03-20 01:30:50,#Hoseok: Soy tu placer culpable nunca podrás salir de esto [1D:4/5/14▪︎CC:20/10/18] 21🦋 [aborto legal💚] 🌈𝑴𝒖𝒔𝒊𝒄 𝒊𝒔 𝒕𝒉𝒆 𝒂𝒏𝒔𝒘𝒆𝒓🌈,Camilizerlandia 🇦🇷
3433,Nikhila_puram,2020-03-20 01:30:50,,
3434,Namjoonkuuu_,2020-03-20 01:30:50,"김남준💜
방탄소년단✨
 IpurpleYou
@namjoonmoni_",Democratic People's Republic o
3435,taihoseok,2020-03-20 01:30:50,"𝓎ℴ𝓊 𝒸𝒶𝓂ℯ 𝓉ℴ 𝓈𝒶𝓋ℯ 𝓂ℯ ♡ 

ℎ𝑜𝑠𝑒𝑜𝑘 ♡ ℎ𝑜𝑝𝑒 ✰",Brasil
3436,Dim_pleD,2020-03-20 01:30:50,「 𝘽 𝙖 𝙣 𝙜 𝙩 𝙖 𝙣 」 •𝐶𝑎𝑛'𝑡 𝘩𝑜𝑙𝑑 𝑚𝑒 𝑑𝑜𝑤𝑛 𝑐𝑢𝑧 𝑦𝑜𝑢 𝑘𝑛𝑜𝑤 𝑖'𝑚 𝑎 𝑓𝑖𝑔𝘩𝑡𝑒𝑟•🍒 ➵ ┊𝐅𝐚𝐧 𝐚𝐜𝐜𝐨𝐮𝐧𝐭┊,"Santiago, Chile"
3437,tang_haha,2020-03-20 01:30:50,🐳 BTS [ 방탄소년단 ] |Kim Seokjin|Jeon Jungkook|@bts_twt| Lee Eunsang & Cha Junho #กุกจิน #แทจิน #ซังจูน❤️,My Precious Seokjinie❤️
3438,yuan_paku_,2020-03-20 01:30:50,TWICEジヒョ🦄BTSジミン🐥TXTヨンジュン🦊➰((1部同ペン拒否🙇‍♀️ ➰固定ツイート協力お願いします🙇‍♀️🙇‍♀️,
3439,Madein_Busan,2020-03-20 01:30:50,Seokjin entrego na suas mãos essa conta!,SPY Tour 25.05.19 São Paulo
3440,Jungkoo54681006,2020-03-20 01:30:50,BTS fan 💜💜💜,
3441,min_shooketh,2020-03-20 01:30:50,🏳️‍🌈🏳️‍🌈🌸Prism Family 🌸 BTS ARMY since 2014. Saw BTS 09/16!!/GMA/ BBMAs 190823 Hoseok 🤧🤧✊ multifandom,"Texas, USA"
3442,Marleny45841638,2020-03-20 01:30:50,[🇧🇴] BTS 💜 I Purple U 💜,La Paz - Bolivia 🇧🇴
3443,crystal_MOARMY,2020-03-20 01:30:50,"방탄 소년단               아미 taehyung💜
투모로우바이투게더 모아  soobin     💜
              
             MOARMY 0T7 0T5",
